Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
18,92,Medium,Medium,No,4,88,Yes,3,High,Public,2,High School,Moderate,Male,69,sometimes,East,Private car,106,Bilingual
16,84,Medium,Medium,No,7,65,Yes,1,High,Public,3,High School,Moderate,Male,65,sometimes,South,Private car,72,Francophone
22,73,High,Medium,Yes,6,59,Yes,0,Low,Public,1,High School,Near,Male,65,yes,Far North,Walk,79,Bilingual
30,82,Low,Medium,Yes,10,86,Yes,2,Low,Public,4,High School,Near,Female,70,yes,South,Walk,83,Francophone
21,81,Medium,Low,Yes,7,65,Yes,1,Medium,Public,2,College,Moderate,Male,67,yes,Littoral,Taxi,116,Francophone
26,93,High,Medium,No,4,80,Yes,4,Low,Private,3,College,Near,Male,73,sometimes,West,Taxi,61,Francophone
12,99,High,High,No,8,71,Yes,2,Medium,Public,2,College,Near,Female,70,yes,South,Walk,161,Francophone
21,76,Medium,Medium,Yes,5,67,Yes,1,High,Private,3,High School,Moderate,Male,66,no,Littoral,Walk,192,Francophone
13,91,Medium,Medium,Yes,8,74,Yes,1,Low,Private,1,Postgraduate,Near,Male,68,sometimes,North,Bike,89,Bilingual
11,64,Medium,Medium,Yes,8,66,Yes,2,Low,Public,2,College,Moderate,Male,61,no,Far North,Taxi,177,Anglophone
16,91,Medium,High,No,9,94,Yes,0,High,Public,3,Postgraduate,Near,Male,70,no,North West,Walk,194,Anglophone
27,75,Medium,Low,Yes,7,54,Yes,2,Medium,Public,3,Postgraduate,Near,Female,66,sometimes,South,Taxi,48,Bilingual
26,62,High,Medium,Yes,8,52,Yes,4,Low,Public,5,College,Near,Male,67,sometimes,North West,Private car,23,Francophone
21,75,High,High,No,7,70,Yes,1,Medium,Private,3,Postgraduate,Near,Female,69,no,North West,Bus,163,Bilingual
11,84,Medium,Low,Yes,6,59,Yes,2,Medium,Public,3,High School,Near,Female,64,yes,North West,Taxi,169,Francophone
19,65,High,Medium,Yes,9,87,Yes,0,High,Public,2,College,Moderate,Male,65,no,Far North,Bike,190,Anglophone
22,97,High,Medium,Yes,5,68,Yes,7,Medium,Private,5,College,Near,Female,75,yes,East,Private car,128,Anglophone
21,63,High,Medium,No,7,63,Yes,2,Medium,Public,2,High School,Far,Male,63,no,Adamawa,Bus,25,Bilingual
9,97,High,Medium,No,6,68,Yes,5,Medium,Private,3,College,Near,Male,69,sometimes,North,Bike,65,Anglophone
15,88,Medium,High,Yes,8,61,Yes,2,Medium,Public,4,High School,Near,Male,68,no,West,Walk,177,Bilingual
20,73,Medium,Low,Yes,6,65,Yes,2,High,Private,2,College,Near,Male,66,sometimes,Centre,Bus,90,Anglophone
23,76,Low,Medium,Yes,6,78,Yes,2,High,Public,2,High School,Moderate,Female,66,sometimes,Centre,Walk,122,Anglophone
7,90,Low,Medium,Yes,7,93,Yes,4,Medium,Public,3,College,Near,Male,66,yes,West,Bike,198,Anglophone
19,84,Medium,Medium,Yes,9,69,Yes,2,Medium,Public,4,College,Near,Female,68,no,Far North,Walk,188,Anglophone
21,87,Low,Medium,Yes,6,66,Yes,1,Low,Public,2,High School,Moderate,Female,65,yes,Far North,Bus,185,Anglophone
25,76,Medium,High,No,6,89,Yes,3,Low,Public,3,College,Near,Male,70,sometimes,Far North,Taxi,103,Bilingual
24,80,Medium,High,No,5,51,Yes,3,High,Public,2,High School,Near,Female,68,no,North,Bike,31,Francophone
23,100,Medium,Medium,No,6,65,Yes,1,Medium,Public,2,High School,Near,Female,70,yes,South,Walk,80,Francophone
15,69,Low,Medium,No,8,73,Yes,2,Medium,Public,2,High School,Moderate,Male,61,sometimes,Adamawa,Bike,171,Anglophone
9,77,Low,Low,No,7,80,Yes,3,Medium,Public,3,High School,Near,Male,61,sometimes,South West,Bus,120,Bilingual
18,72,Low,High,No,7,58,Yes,6,Low,Public,0,High School,Moderate,Male,64,no,West,Private car,73,Bilingual
26,91,Low,Medium,No,10,72,Yes,4,High,Public,3,College,Moderate,Male,71,sometimes,Littoral,Walk,193,Francophone
28,91,High,Medium,Yes,4,78,Yes,1,Medium,Public,3,High School,Moderate,Male,72,no,Centre,Walk,99,Bilingual
24,72,Medium,High,Yes,10,76,No,1,Low,Public,3,High School,Near,Male,66,no,South West,Taxi,21,Bilingual
23,63,Medium,Medium,Yes,9,79,Yes,0,Low,Private,4,High School,Far,Female,63,sometimes,South,Private car,85,Bilingual
22,60,Low,Low,No,7,83,No,3,Medium,Public,1,College,Near,Female,62,sometimes,South West,Walk,24,Anglophone
17,77,Medium,Medium,Yes,8,69,Yes,3,High,Public,3,,Near,Male,65,sometimes,West,Bike,101,Francophone
19,76,Medium,Medium,Yes,6,53,Yes,2,Medium,Public,5,High School,Near,Male,66,no,West,Bus,173,Francophone
30,100,Low,High,No,7,53,Yes,2,Low,Private,3,High School,Moderate,Male,72,no,South West,Bus,173,Bilingual
14,79,High,Medium,Yes,10,93,Yes,2,Medium,Public,3,College,Near,Male,68,no,West,Bike,47,Bilingual
30,70,High,Low,No,6,84,Yes,2,Medium,Public,3,Postgraduate,Near,Male,70,yes,Littoral,Bike,110,Anglophone
18,96,Medium,Medium,Yes,7,88,Yes,1,Medium,Private,3,High School,Moderate,Female,70,no,Littoral,Bike,147,Francophone
28,80,Medium,High,No,6,96,Yes,2,Low,Public,6,High School,Near,Male,73,no,South,Taxi,156,Bilingual
12,84,Medium,High,No,6,88,No,2,High,Public,2,High School,Near,Male,67,sometimes,Adamawa,Walk,189,Bilingual
24,64,Medium,Low,No,6,85,Yes,3,Medium,Public,2,Postgraduate,Moderate,Male,65,yes,North,Taxi,50,Francophone
16,75,High,Low,Yes,5,83,Yes,1,Medium,Private,3,College,Moderate,Female,65,no,North,Walk,73,Anglophone
12,98,Low,Medium,No,7,63,Yes,0,High,Private,3,High School,Near,Female,65,yes,North West,Bus,22,Francophone
21,84,Medium,Medium,Yes,7,98,Yes,0,Medium,Public,4,College,Near,Male,70,yes,North West,Bus,145,Francophone
26,74,Medium,Low,Yes,6,77,Yes,3,Medium,Private,2,High School,Far,Male,66,yes,South,Walk,128,Anglophone
15,85,Medium,Medium,Yes,4,61,Yes,0,Medium,Public,1,College,Near,Male,65,yes,North West,Private car,198,Francophone
11,96,High,High,No,7,60,Yes,2,Low,Public,1,High School,Near,Male,68,no,South West,Walk,88,Anglophone
19,71,Medium,Medium,Yes,7,91,Yes,3,High,Public,1,High School,Moderate,Female,66,sometimes,North West,Bike,63,Bilingual
19,80,Low,Medium,Yes,10,63,No,1,Medium,Public,2,College,Near,Female,65,sometimes,South,Taxi,194,Francophone
23,98,Medium,High,Yes,7,52,Yes,2,Low,Private,4,High School,Near,Female,71,no,Far North,Taxi,41,Anglophone
26,67,Low,Medium,Yes,8,71,Yes,2,High,Private,3,High School,Near,Male,65,no,North,Bus,29,Bilingual
20,89,Low,Medium,Yes,6,91,Yes,0,Medium,Private,4,College,Near,Male,70,yes,East,Bus,154,Bilingual
31,85,Medium,Medium,Yes,9,71,Yes,0,Medium,Public,2,College,Moderate,Female,69,yes,Far North,Bus,45,Bilingual
21,87,Medium,Medium,No,6,90,Yes,3,High,Public,4,High School,Near,Male,71,sometimes,South West,Bike,161,Francophone
18,74,Medium,High,Yes,8,91,Yes,0,Medium,Private,2,High School,Near,Female,67,yes,South,Private car,133,Bilingual
10,73,Medium,Medium,Yes,8,93,Yes,3,Low,Public,2,,Moderate,Male,64,sometimes,Littoral,Walk,105,Bilingual
18,87,Low,Low,No,8,79,Yes,1,Low,Public,4,College,Near,Male,82,no,Far North,Private car,110,Bilingual
18,69,Medium,High,Yes,10,85,Yes,2,High,Private,0,College,Moderate,Female,66,yes,North West,Walk,155,Bilingual
26,77,Low,Medium,Yes,6,63,Yes,1,Low,Public,4,High School,Near,Male,66,no,North,Walk,76,Francophone
23,68,High,Medium,Yes,9,55,Yes,1,Medium,Public,3,High School,Moderate,Male,65,no,North,Private car,114,Anglophone
13,60,Medium,Medium,No,9,77,Yes,2,Medium,Private,5,High School,Near,Male,61,sometimes,North,Taxi,148,Bilingual
21,99,Medium,High,No,7,51,Yes,2,Medium,Private,2,Postgraduate,Near,Female,72,yes,East,Private car,67,Francophone
24,77,High,Medium,Yes,10,73,Yes,3,Medium,Public,3,High School,Near,Male,70,no,South West,Taxi,99,Bilingual
29,99,Medium,Medium,Yes,7,55,Yes,0,Medium,Private,3,High School,Moderate,Male,71,sometimes,West,Walk,60,Bilingual
25,66,High,Medium,Yes,7,55,Yes,4,Medium,Public,2,High School,Moderate,Female,84,no,Centre,Private car,61,Bilingual
25,83,High,High,Yes,7,94,Yes,2,Low,Public,3,College,Moderate,Male,72,yes,Centre,Bus,73,Bilingual
20,68,Medium,High,Yes,5,82,No,1,Low,Public,3,Postgraduate,Near,Female,67,yes,West,Private car,103,Bilingual
22,92,High,Low,No,8,82,Yes,2,Medium,Private,5,Postgraduate,Near,Male,72,no,South,Private car,105,Anglophone
27,91,Low,High,Yes,8,70,Yes,1,Medium,Public,6,High School,Moderate,Female,70,yes,North,Private car,127,Bilingual
12,65,Medium,High,No,7,71,Yes,1,Low,Public,4,High School,Moderate,Male,62,yes,Littoral,Bus,53,Bilingual
18,96,High,Medium,Yes,10,65,Yes,3,Medium,Public,2,College,Moderate,Female,71,yes,South West,Taxi,27,Francophone
15,68,Low,Medium,No,6,72,Yes,3,High,Public,3,High School,Near,Female,62,yes,Centre,Taxi,184,Francophone
22,85,Medium,Medium,Yes,4,79,Yes,1,Low,Public,3,High School,Near,Female,68,yes,North West,Bike,171,Anglophone
27,99,High,Medium,No,10,59,Yes,2,Low,Public,3,High School,Near,Male,74,no,South West,Bike,59,Bilingual
16,95,High,High,No,9,63,No,0,Medium,Private,3,High School,Near,Male,68,yes,North,Bike,55,Bilingual
6,98,Medium,Low,No,8,75,Yes,1,High,Public,3,Postgraduate,Far,Female,64,no,North,Walk,67,Bilingual
18,74,High,Medium,Yes,6,69,Yes,0,Low,Public,4,High School,Moderate,Male,65,yes,West,Private car,99,Anglophone
25,64,Medium,Low,Yes,8,91,Yes,1,Low,Public,5,College,Near,Male,66,yes,Littoral,Private car,184,Anglophone
23,68,Medium,High,No,5,91,Yes,5,Low,Public,1,College,Near,Female,68,sometimes,North,Private car,112,Anglophone
23,80,Medium,Medium,No,7,67,Yes,2,Low,Public,4,High School,Near,Male,67,no,West,Bike,106,Francophone
18,92,Medium,Medium,Yes,6,73,Yes,1,Medium,Public,5,High School,Moderate,Female,67,no,West,Bus,156,Francophone
12,66,Medium,High,Yes,7,99,Yes,2,Medium,Public,3,High School,Moderate,Male,63,no,North West,Private car,26,Bilingual
23,86,Medium,High,Yes,8,91,Yes,2,Low,Public,1,College,Near,Female,71,sometimes,South West,Private car,43,Anglophone
15,73,Medium,High,No,5,61,No,1,Low,Private,2,Postgraduate,Moderate,Male,63,no,South West,Taxi,26,Anglophone
33,74,Medium,Low,No,8,64,Yes,0,Medium,Public,3,High School,Near,Male,66,no,North,Bike,183,Anglophone
23,86,High,Medium,No,7,54,Yes,2,Medium,Public,2,High School,Near,Female,67,yes,Littoral,Walk,167,Francophone
17,79,Medium,High,Yes,8,84,Yes,0,Medium,Public,2,High School,Moderate,Male,66,no,Centre,Private car,182,Francophone
16,92,Medium,Medium,Yes,7,66,Yes,2,Medium,Public,4,Postgraduate,Moderate,Female,70,sometimes,South West,Walk,50,Francophone
19,66,High,Medium,No,8,77,No,3,Medium,Public,4,College,Moderate,Female,64,no,Centre,Private car,118,Bilingual
19,92,Medium,Medium,Yes,6,88,Yes,1,High,Public,2,Postgraduate,Near,Male,71,no,South,Taxi,51,Bilingual
27,63,High,High,Yes,4,92,Yes,0,Low,Public,3,College,Near,Female,68,no,Centre,Walk,154,Anglophone
21,68,Low,Medium,Yes,5,66,Yes,2,High,Private,3,High School,Near,Male,64,yes,South West,Bike,129,Francophone
16,86,Medium,Medium,Yes,6,62,Yes,1,Low,Public,4,High School,Near,Female,66,no,South West,Private car,156,Bilingual
31,94,Low,Medium,No,5,92,Yes,1,High,Private,4,High School,Near,Male,72,no,West,Bike,99,Bilingual
20,70,Low,Medium,Yes,9,69,Yes,2,Medium,Public,3,Postgraduate,Near,Female,66,sometimes,North West,Private car,159,Francophone
25,73,Medium,High,Yes,7,91,Yes,0,Medium,Public,4,,Near,Female,70,yes,Adamawa,Bus,185,Anglophone
16,81,Medium,Medium,Yes,8,57,Yes,1,Medium,Private,2,High School,Near,Male,66,no,East,Walk,144,Bilingual
22,68,High,Medium,No,8,96,Yes,1,Medium,Public,3,Postgraduate,Moderate,Female,68,sometimes,Littoral,Private car,91,Francophone
22,92,Medium,Low,Yes,7,74,Yes,2,Medium,Public,4,College,Moderate,Male,70,sometimes,West,Private car,100,Anglophone
9,91,Medium,Medium,No,10,59,Yes,0,Low,Private,2,College,Moderate,Male,64,no,East,Bike,67,Francophone
32,66,High,High,Yes,10,77,Yes,3,Medium,Public,1,College,Near,Male,71,yes,West,Walk,94,Anglophone
28,79,Medium,High,Yes,9,94,Yes,2,Low,Private,5,College,Near,Male,72,no,Centre,Walk,119,Bilingual
18,91,High,Medium,Yes,6,69,Yes,5,Low,Public,2,High School,Near,Male,71,yes,West,Walk,96,Anglophone
13,73,Medium,Low,No,9,59,Yes,0,Medium,Public,4,Postgraduate,Near,Male,63,no,Adamawa,Bus,161,Francophone
22,85,Low,Medium,Yes,4,79,Yes,1,High,Public,2,College,Near,Male,68,sometimes,North,Bus,70,Bilingual
21,62,Medium,Medium,No,9,92,Yes,1,Medium,Private,4,High School,Near,Male,63,sometimes,Littoral,Bus,146,Bilingual
22,84,Medium,Medium,No,4,56,Yes,0,High,Private,2,High School,Moderate,Male,66,sometimes,Adamawa,Bus,63,Francophone
21,66,Medium,Medium,Yes,7,52,Yes,1,Medium,Public,3,High School,Far,Female,63,no,North,Bus,37,Anglophone
23,93,High,High,No,9,53,Yes,1,Low,Private,4,College,Near,Female,72,sometimes,South West,Private car,132,Francophone
29,74,Medium,High,Yes,8,62,Yes,3,Low,Public,3,Postgraduate,Moderate,Male,70,no,South West,Bus,167,Bilingual
23,71,Medium,Medium,Yes,5,50,Yes,1,Low,Public,1,College,Near,Female,65,no,South West,Bike,131,Anglophone
14,94,Medium,High,Yes,7,71,Yes,0,Medium,Private,3,College,Moderate,Female,67,no,North,Private car,48,Bilingual
28,62,Low,High,No,8,85,Yes,2,Low,Public,3,High School,Moderate,Female,66,yes,South West,Bike,176,Anglophone
30,76,Medium,Medium,Yes,7,86,Yes,1,Medium,Public,2,Postgraduate,Far,Male,69,no,North,Walk,83,Bilingual
39,75,Medium,High,Yes,6,82,Yes,1,High,Public,3,College,Near,Male,73,sometimes,East,Bus,112,Anglophone
13,71,Medium,High,Yes,8,65,Yes,2,Medium,Public,4,Postgraduate,Near,Female,66,no,West,Private car,103,Francophone
21,96,Medium,Medium,Yes,9,87,Yes,0,Medium,Public,6,High School,Near,Female,70,sometimes,West,Private car,193,Bilingual
8,90,High,High,No,7,79,Yes,2,Low,Public,4,College,Near,Male,68,sometimes,Far North,Bike,113,Francophone
23,63,Low,Medium,Yes,9,93,Yes,2,Medium,Private,2,High School,Far,Male,65,sometimes,South,Bike,104,Anglophone
17,89,Medium,Medium,No,7,74,Yes,1,Low,Private,2,Postgraduate,Moderate,Female,67,yes,South West,Taxi,114,Anglophone
32,81,High,Medium,No,6,59,Yes,2,High,Public,2,High School,Moderate,Female,71,sometimes,Far North,Private car,148,Bilingual
15,96,High,High,No,9,82,Yes,2,Low,Private,3,High School,Near,Female,70,sometimes,Centre,Private car,198,Anglophone
10,73,Medium,Low,Yes,9,58,Yes,5,Low,Private,3,High School,Moderate,Male,61,yes,Far North,Bike,29,Anglophone
17,83,High,Medium,Yes,6,98,Yes,0,Medium,Public,3,High School,Near,Male,69,yes,South West,Walk,96,Bilingual
8,80,Low,Medium,Yes,6,85,Yes,1,Low,Public,3,Postgraduate,Near,Male,63,no,North,Taxi,26,Anglophone
25,80,Medium,Medium,Yes,10,88,Yes,0,Low,Private,2,College,Moderate,Male,67,sometimes,South,Bike,125,Francophone
8,78,High,Medium,Yes,7,84,Yes,0,Medium,Public,2,College,Near,Male,65,sometimes,Adamawa,Bike,48,Bilingual
20,68,High,Medium,Yes,7,55,Yes,0,Low,Public,3,High School,Near,Female,63,sometimes,East,Walk,58,Francophone
8,90,Medium,Medium,No,7,73,Yes,3,High,Private,4,Postgraduate,Near,Male,67,yes,Centre,Walk,116,Francophone
18,78,Low,High,Yes,9,83,Yes,2,Low,Private,2,Postgraduate,Moderate,Female,66,no,South West,Walk,40,Francophone
30,98,Low,Medium,Yes,10,61,Yes,0,Low,Public,3,Postgraduate,Moderate,Male,72,sometimes,Far North,Bus,162,Francophone
22,70,Medium,High,No,7,84,Yes,3,Low,Public,5,High School,Near,Male,68,sometimes,West,Taxi,110,Anglophone
15,87,High,Medium,Yes,10,91,Yes,1,Low,Public,4,High School,Moderate,Male,67,sometimes,South,Bus,75,Francophone
20,98,Medium,Medium,Yes,6,64,Yes,1,High,Private,3,Postgraduate,Moderate,Male,72,no,South West,Private car,123,Francophone
20,87,Medium,High,Yes,7,60,Yes,0,Low,Public,2,High School,Far,Female,66,sometimes,West,Taxi,199,Bilingual
23,95,Medium,Medium,Yes,8,94,Yes,1,Medium,Public,4,High School,Near,Male,73,yes,West,Private car,135,Bilingual
12,93,High,High,Yes,6,50,Yes,4,High,Public,3,Postgraduate,Moderate,Male,71,sometimes,Centre,Bike,100,Anglophone
24,74,Low,Low,Yes,8,63,Yes,1,Low,Public,3,High School,Moderate,Male,65,yes,Far North,Taxi,149,Francophone
4,84,Medium,Medium,Yes,6,70,Yes,5,Medium,Private,4,High School,Near,Male,65,no,Far North,Taxi,59,Francophone
16,66,High,Medium,Yes,5,84,Yes,2,Medium,Private,3,High School,Near,Female,65,no,South West,Private car,169,Bilingual
17,81,Medium,Medium,Yes,4,100,Yes,2,Medium,Private,2,College,Near,Male,68,sometimes,East,Bike,117,Bilingual
24,69,High,Medium,No,7,69,No,7,High,Public,3,College,Near,Female,70,yes,Adamawa,Taxi,172,Francophone
20,90,Medium,Low,Yes,8,97,Yes,1,Medium,Private,2,High School,Near,Female,68,yes,South,Taxi,21,Anglophone
12,81,Low,Medium,Yes,5,68,Yes,0,Low,Private,2,High School,Near,Male,62,yes,South West,Bus,82,Bilingual
14,76,Medium,Medium,No,7,85,Yes,3,Low,Private,3,College,Near,Male,66,sometimes,Centre,Private car,94,Bilingual
21,71,Medium,Medium,No,7,58,Yes,3,Low,Public,5,College,Near,Female,65,yes,West,Walk,28,Bilingual
20,100,Medium,Medium,Yes,7,73,Yes,1,Low,Public,4,College,Near,Female,71,sometimes,East,Bus,116,Anglophone
17,63,Medium,Medium,No,6,94,Yes,0,Medium,Public,2,High School,Moderate,Male,61,yes,Far North,Bike,127,Bilingual
17,62,Medium,Medium,No,7,66,Yes,2,High,Public,4,High School,Moderate,Male,63,sometimes,South,Private car,86,Francophone
24,69,Medium,High,Yes,7,55,Yes,3,Medium,Public,4,High School,Near,Male,67,no,South West,Bus,50,Bilingual
17,99,Medium,Medium,No,8,76,No,2,High,Public,4,Postgraduate,Near,Male,70,sometimes,Far North,Private car,71,Francophone
19,99,Medium,Medium,Yes,5,72,Yes,3,Medium,Private,4,Postgraduate,Near,Male,73,yes,North,Private car,79,Anglophone
33,86,Medium,Medium,No,7,61,Yes,1,High,Public,3,High School,Near,Male,72,sometimes,Littoral,Bus,82,Francophone
11,95,Medium,Medium,Yes,5,95,Yes,1,Low,Public,3,Postgraduate,Near,Male,69,yes,Adamawa,Bus,48,Bilingual
9,69,Low,Medium,Yes,7,80,Yes,1,Medium,Private,3,College,Moderate,Male,61,yes,North West,Private car,28,Bilingual
25,99,Medium,Medium,No,5,67,Yes,1,Low,Public,3,,Near,Male,71,sometimes,East,Bus,194,Francophone
16,66,Medium,Medium,Yes,6,100,Yes,1,Medium,Public,3,High School,Moderate,Female,64,no,East,Walk,172,Bilingual
18,64,Low,Medium,Yes,7,57,Yes,1,High,Public,3,High School,Moderate,Male,61,yes,North,Bus,62,Anglophone
15,64,Medium,Medium,No,6,92,Yes,3,Low,Public,4,College,Near,Female,63,no,North West,Bus,152,Anglophone
18,83,Medium,Low,Yes,9,62,Yes,2,Low,Public,2,High School,Near,Male,65,sometimes,North,Private car,126,Francophone
30,91,High,Medium,No,9,62,Yes,3,Low,Public,4,Postgraduate,Near,Female,73,sometimes,Adamawa,Bike,185,Anglophone
25,75,Medium,Low,Yes,8,75,Yes,2,High,Private,4,Postgraduate,Near,Male,68,yes,Adamawa,Bike,160,Anglophone
25,99,Medium,Medium,No,8,83,Yes,1,Medium,Public,2,College,Near,Female,72,no,Centre,Taxi,48,Francophone
12,77,Low,Low,Yes,7,85,Yes,1,Medium,Public,3,College,Far,Male,62,yes,Centre,Bus,123,Bilingual
13,66,High,Medium,Yes,9,51,Yes,3,Medium,Private,2,Postgraduate,Moderate,Male,63,no,South,Private car,110,Anglophone
3,79,Low,Medium,Yes,7,64,Yes,0,Medium,Public,3,Postgraduate,Far,Female,58,sometimes,Littoral,Walk,117,Francophone
15,87,Medium,Medium,No,10,83,Yes,1,High,Private,3,High School,Near,Male,68,sometimes,North,Bike,25,Francophone
26,93,High,High,Yes,6,94,Yes,1,Medium,Public,2,High School,Near,Female,74,no,West,Bike,52,Anglophone
23,78,Medium,Medium,Yes,5,83,Yes,1,Medium,Public,3,High School,Near,Male,68,sometimes,South West,Private car,117,Anglophone
19,84,Medium,Medium,Yes,5,63,Yes,1,High,Private,2,High School,Near,Male,67,sometimes,East,Private car,20,Bilingual
20,71,Medium,Medium,Yes,5,75,Yes,0,Medium,Private,4,High School,Near,Male,65,yes,South,Private car,191,Anglophone
16,86,Low,Low,Yes,5,82,Yes,0,Low,Public,4,High School,Moderate,Female,63,no,West,Walk,164,Bilingual
21,99,Medium,Low,No,7,57,Yes,2,Medium,Public,2,Postgraduate,Near,Male,71,sometimes,Far North,Taxi,73,Anglophone
25,62,Medium,Low,Yes,8,77,Yes,0,Medium,Public,4,College,Far,Female,62,no,North West,Walk,80,Bilingual
10,95,High,Low,Yes,7,74,Yes,2,Low,Public,3,High School,Far,Male,66,sometimes,North West,Bus,98,Anglophone
22,82,Low,Medium,No,5,67,Yes,1,Low,Private,1,Postgraduate,Near,Female,65,no,Littoral,Bike,59,Bilingual
26,70,High,Medium,No,6,81,Yes,0,Low,Public,3,High School,Moderate,Male,66,no,Centre,Bike,194,Anglophone
18,98,High,Low,No,8,82,Yes,3,Medium,Public,3,College,Near,Male,71,no,West,Walk,117,Francophone
24,79,Low,High,No,6,99,No,2,Low,Public,3,High School,Near,Male,68,no,Adamawa,Bus,83,Francophone
37,73,Medium,High,Yes,6,71,Yes,0,High,Public,5,High School,Moderate,Male,72,no,South,Bike,29,Francophone
19,67,Medium,High,No,5,77,Yes,1,Medium,Private,4,Postgraduate,Near,Male,66,sometimes,Far North,Walk,141,Anglophone
22,70,Medium,Low,Yes,6,58,Yes,4,High,Public,2,Postgraduate,Moderate,Male,66,no,North West,Bike,71,Francophone
16,93,Low,High,No,6,77,Yes,2,Low,Public,1,High School,Moderate,Male,67,yes,South,Bus,174,Bilingual
21,85,Low,High,Yes,7,52,Yes,5,High,Public,3,Postgraduate,Moderate,Male,71,yes,Littoral,Bike,114,Anglophone
23,97,High,High,Yes,8,57,No,2,High,Public,1,Postgraduate,Far,Male,72,no,West,Private car,193,Bilingual
21,69,Low,Medium,No,7,59,Yes,3,Low,Public,3,Postgraduate,Near,Male,64,sometimes,Far North,Walk,168,Francophone
14,65,Low,High,No,7,82,Yes,1,Low,Public,3,High School,Near,Male,60,no,North West,Taxi,134,Francophone
21,60,High,Low,No,8,78,Yes,2,Medium,Public,2,High School,Near,Female,64,no,North,Bus,150,Anglophone
29,80,Medium,Low,Yes,5,90,Yes,2,Medium,Public,1,College,Near,Female,70,yes,East,Bike,151,Francophone
23,100,Medium,Low,Yes,10,73,Yes,3,Medium,Private,2,College,Near,Male,72,sometimes,Far North,Bus,101,Anglophone
26,88,Medium,High,No,6,74,Yes,0,Low,Public,2,High School,Moderate,Female,68,sometimes,Adamawa,Taxi,158,Francophone
19,72,Medium,Low,Yes,8,58,Yes,0,Medium,Public,3,High School,Near,Female,62,sometimes,Littoral,Bike,39,Bilingual
24,95,Medium,Low,No,5,87,Yes,0,Low,Public,2,High School,Far,Male,68,yes,Adamawa,Bus,72,Francophone
22,91,High,High,Yes,7,50,Yes,2,Low,Public,5,Postgraduate,Moderate,Male,72,no,Littoral,Walk,49,Bilingual
